Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition
Robert Hagg, 1.0333333333333334, 0.42857142857142855, 0.8909090909090909, 1.1272727272727272
Jordan Oesterle, 1.252199413489736, 0.9, 1.2307692307692308, 1.2352941176470589
Dylan Larkin, 2.966841186736475, 2.9166666666666665, 3.0210526315789474, 2.9594594594594597
Robby Fabbri, 1.7424242424242424, 2.5, 1.825, 1.7796610169491525
Jake Walman, 1.9921259842519685, 3.0, 2.1481481481481484, 2.189655172413793
Ville Husso, 26.63888888888889, 0, 25.5, 26.661016949152543
Austin Czarnik, 1.10625, 1.2, 0.76, 1.2
Matt Luff, 1.263157894736842, 1.4285714285714286, 1.5, 1.1304347826086956
Gustav Lindstrom, 0.6229508196721312, 0.5, 0.375, 0.6190476190476191
Pius Suter, 1.7892156862745099, 1.3333333333333333, 1.5526315789473684, 1.9
Joe Veleno, 1.0928571428571427, 1.3333333333333333, 1.125, 1.0454545454545454
Filip Zadina, 2.0105820105820107, 2.0, 2.2325581395348837, 1.9898989898989898
Moritz Seider, 2.013157894736842, 1.0, 2.2916666666666665, 2.1578947368421053
Lucas Raymond, 2.0625, 1.0, 2.375, 2.287671232876712
Simon Edvinsson, 0.5, 0, 0.5, 0.5
Mark Borowiecki, 0.8013100436681223, 0.0, 0.7538461538461538, 0.8686440677966102
Filip Forsberg, 3.0162337662337664, 3.0, 2.769230769230769, 3.1548387096774193
Ryan McDonagh, 1.5802615933412605, 1.3333333333333333, 1.725, 1.5144230769230769
Roman Josi, 2.928657799274486, 2.75, 2.8661971830985915, 2.9453681710213777
Matt Duchene, 2.458376156217883, 2.75, 2.4319526627218937, 2.612576064908722
Tyson Barrie, 2.2026490066225164, 2.3333333333333335, 2.2720588235294117, 2.3079019073569484
Ryan Johansen, 1.8978622327790975, 1.75, 1.7019867549668874, 1.8865248226950355
Mark Jankowski, 1.103559870550162, 0.0, 1.1964285714285714, 1.1232876712328768
Colton Sissons, 1.1030534351145038, 0.75, 1.209090909090909, 1.0681818181818181
Juuse Saros, 27.97826086956522, 21.0, 28.354166666666668, 27.48201438848921
Jeremy Lauzon, 1.107843137254902, 1.0, 1.2, 1.0505050505050506
Yakov Trenin, 1.6142857142857143, 1.25, 1.7857142857142858, 1.4574468085106382
Alexandre Carrier, 1.2430555555555556, 0.0, 1.6071428571428572, 1.1594202898550725
Rasmus Asplund, 1.409356725146199, 2.0, 1.0, 1.4285714285714286
Dante Fabbro, 1.3666666666666667, 1.0, 1.1951219512195121, 1.5564516129032258
Cal Foote, 0.921875, 1.0, 1.0625, 0.8793103448275862
Cody Glass, 1.4586466165413534, 1.0, 1.6956521739130435, 1.5416666666666667
Kiefer Sherwood, 1.2735849056603774, 1.0, 1.75, 1.0943396226415094
Jordan Gross, 1.5454545454545454, 0.0, 0.5, 3.2
Kevin Lankinen, 28.294117647058822, 21.0, 28.31578947368421, 29.775
Philip Tomasino, 1.553191489361702, 1.6666666666666667, 1.4583333333333333, 1.6521739130434783
Egor Afanasyev, 1.3333333333333333, 0, 1.3333333333333333, 1.0
Juuso Parssinen, 1.119047619047619, 0, 0, 1.0869565217391304
Cole Smith, 1.0, 0, 0, 1.0
Luke Evangelista, 2.4545454545454546, 0, 2.5, 1.75
Michael Stone, 1.5854545454545454, 1.375, 1.684782608695652, 1.6691176470588236
Trevor Lewis, 1.7006802721088434, 2.0, 1.5921787709497206, 1.652370203160271
Milan Lucic, 1.5391229578675838, 0.8823529411764706, 1.5155555555555555, 1.5763888888888888
Mikael Backlund, 2.4120267260579062, 3.1176470588235294, 2.5297619047619047, 2.4446952595936793
Nazem Kadri, 2.6929716399506782, 2.473684210526316, 2.7083333333333335, 2.78643216080402
Chris Tanev, 0.8345021037868162, 1.0, 0.8939393939393939, 0.8816901408450705
Tyler Toffoli, 2.744121715076072, 3.2222222222222223, 2.613138686131387, 2.7694444444444444
Blake Coleman, 2.4008810572687223, 2.1666666666666665, 1.9230769230769231, 2.303964757709251
Jonathan Huberdeau, 2.2797297297297296, 1.5454545454545454, 2.4827586206896552, 2.5080213903743314
MacKenzie Weegar, 1.7188328912466844, 2.0, 1.75, 1.7692307692307692
Elias Lindholm, 2.1718963165075036, 2.1333333333333333, 1.9565217391304348, 2.254794520547945
Nikita Zadorov, 1.1813285457809695, 1.4545454545454546, 1.3604651162790697, 1.1595744680851063
Nick Ritchie, 1.7182203389830508, 1.4705882352941178, 1.8068181818181819, 1.6754385964912282
Andrew Mangiapane, 1.858433734939759, 2.090909090909091, 1.5737704918032787, 1.812121212121212
Noah Hanifin, 1.8265306122448979, 1.7333333333333334, 1.8476190476190477, 1.8625429553264605
Rasmus Andersson, 1.7602179836512262, 1.6428571428571428, 1.6567164179104477, 1.7032967032967032
Dan Vladar, 23.48148148148148, 15.5, 24.5, 20.157894736842106
Dennis Gilbert, 0.5681818181818182, 0.5, 0.3333333333333333, 0.3333333333333333
Dillon Dube, 1.6066176470588236, 1.6, 1.8571428571428572, 1.7803030303030303
Troy Stecher, 1.3651162790697675, 1.4615384615384615, 1.4303797468354431, 1.2009803921568627
Adam Ruzicka, 1.3333333333333333, 1.0, 1.2857142857142858, 1.2647058823529411
Jakob Pelletier, 2.0, 1.0, 2.25, 2.1818181818181817
Walker Duehr, 1.5263157894736843, 1.0, 1.6666666666666667, 1.5555555555555556
Ryan Suter, 1.6639526276831977, 2.1363636363636362, 1.6600790513833992, 1.6740088105726871
Joe Pavelski, 2.8192090395480225, 2.347826086956522, 2.8558951965065504, 2.9599358974358974
Jamie Benn, 2.6692836113837095, 1.619047619047619, 2.8947368421052633, 2.8976377952755907
Evgenii Dadonov, 2.090526315789474, 1.8235294117647058, 1.8658536585365855, 2.1666666666666665
Tyler Seguin, 3.3550561797752807, 3.0, 3.391891891891892, 3.544018058690745
Scott Wedgewood, 27.978947368421053, 27.666666666666668, 33.666666666666664, 26.782608695652176
Jani Hakanpää, 0.9342723004694836, 0.6666666666666666, 1.1304347826086956, 1.018348623853211
Colin Miller, 1.7373134328358208, 1.7142857142857142, 1.6, 1.8352941176470587
Luke Glendening, 1.1853448275862069, 1.65, 1.2295081967213115, 1.1152737752161384
Radek Faksa, 1.4512635379061372, 0.75, 1.6862745098039216, 1.5379061371841156
Esa Lindell, 1.573385518590998, 1.3636363636363635, 1.4545454545454546, 1.56640625
Max Domi, 2.036842105263158, 2.0714285714285716, 1.9029126213592233, 2.1578947368421053
Joel Hanley, 0.5945945945945946, 0.5, 0.6341463414634146, 0.5540540540540541
